gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
2095	ENTPD6	4.28837565394922	1	0.000128	63	0	1.8e-05	0	0	3.7e-05	0	1759.561508
2096	ENTR1	4.15630981242823	3	0.000383	25.333333	4108.511828	7.3e-05	0	0	7.2e-05	8537.930542	1819.947222
2097	ENY2	4.66224320530815	4	0.00051	17	2.995229	2.7e-05	0.833333	5	6.2e-05	12.498753	1621.400433
2098	EP300	3.06239632512441	97	0.012379	25.041237	560639.334372	0.006119	0.021478	100	0.001344	1064652.125448	2580.247222
2099	EP400	4.2395049125941	13	0.001659	10.846154	3386.406433	3.5e-05	0.128205	10	0.000198	9548.544117	1793.457576
2100	EPAS1	4.50401939517673	3	0.000383	6.666667	785.269476	5.4e-05	0	0	7.3e-05	2287.580226	1669.254798
2101	EPB41L1	4.0386627536047	7	0.000893	18.142857	14930.989986	9.3e-05	0.047619	1	0.000149	31675.871192	1881.282143
2102	EPB41L2	3.90787291055251	7	0.000893	27.714286	22081.711577	0.000158	0.047619	1	0.00014	44857.910385	1949.81627
2103	EPB41L3	3.4726298328442	15	0.001914	44.6	77595.804277	0.001316	0.085714	9	0.000282	150386.869002	2218.934921
2104	EPB42	4.8442005869593	2	0.000255	7.5	899.716594	2e-06	0	0	6.6e-05	2531.553015	1543.957576
2105	EPC1	4.52634936838076	5	0.000638	13.8	354.96274	1.7e-05	0.3	3	8.9e-05	931.062935	1666.120238
2106	EPC2	4.28442005869593	2	0.000255	37	0	4.5e-05	1	1	4.3e-05	0	1764.665873
2107	EPHA1	3.90162051805538	6	0.000766	28.666667	2336.290198	0.000146	0.2	3	1e-04	5748.261251	1951.971465
2108	EPHA10	4.03368635957637	3	0.000383	51.666667	284.271334	5.7e-05	0	0	5.8e-05	746.441126	1883.586941
2109	EPHA2	3.48066862319765	17	0.002169	43.882353	20593.151035	0.001348	0.161765	22	0.000258	41220.750382	2218.026984
2110	EPHA3	3.73484751818298	16	0.002042	32.25	10902.416107	0.000204	0.125	15	0.000234	22249.104492	2056.371032
2111	EPHA4	3.719918336098	14	0.001787	34.785714	14649.748331	0.000252	0.10989	10	0.000217	29324.448327	2063.548413
2112	EPHA5	4.08855429373485	5	0.000638	32.4	240.346464	6e-05	0.3	3	8e-05	586.458449	1857.16746
2113	EPHA6	3.78550465739441	7	0.000893	51.428571	1085.580479	0.000198	0.238095	5	0.000105	2214.891422	2021.399603
2114	EPHA7	4.51282378461146	1	0.000128	44	0	1.3e-05	0	0	3.1e-05	0	1669.914322
2115	EPHA8	4.10897026923568	4	0.00051	28.5	172.247788	6.2e-05	0.333333	2	7.2e-05	482.662282	1845.033369
2116	EPHB1	3.68457317851219	10	0.001276	56	1670.651531	0.000288	0.177778	8	0.000146	3290.438455	2083.886508
2117	EPHB2	3.51958657649611	18	0.002297	37.444444	22359.13273	0.000684	0.052288	8	0.000255	43996.967807	2191.593651
2118	EPHB3	3.82901620518055	7	0.000893	32.428571	1684.231876	0.000152	0.142857	3	0.000109	3471.408303	1990.312698
2119	EPHB4	4.26451448258262	3	0.000383	18.666667	116.470885	4.6e-05	0.333333	1	5.6e-05	311.961639	1767.795671
2120	EPHB6	3.74097231083323	8	0.001021	44.5	3212.481222	0.000285	0.071429	2	0.00012	6676.672607	2050.588131
2121	EPHX2	5.31695801965038	1	0.000128	3	0	1e-06	0	0	4.3e-05	0	1404.352417
2122	EPM2A	5.96631364042363	4	0.00051	2	37673	0	0	0	0.000213	75346	1243.838997
2123	EPM2AIP1	6.92777848666582	2	0.000255	2.5	7537	0	0	0	0.000127	15074	1064.853907
2124	EPN1	3.50759219088937	31	0.003956	29.741935	25421.372628	0.004679	0.232258	108	0.000385	48394.843919	2205.221032
2125	EPN2	3.88656373612352	15	0.001914	22	2501.206854	0.000685	0.27619	29	0.000195	5778.501773	1963.865079
2126	EPO	4.85810897026924	1	0.000128	8	0	3e-06	0	0	3.5e-05	0	1539.978571
2127	EPOR	3.89638892433329	8	0.001021	32.625	13882.387984	0.000131	0.071429	2	0.000146	28820.695567	1958.687698
2128	EPPK1	3.94385606737272	8	0.001021	21.375	27795.351242	0.00067	0.035714	1	0.000137	54046.542584	1931.597619
2129	EPRS	3.66096720683935	19	0.002425	25.421053	20428.619702	0.004626	0.192982	33	0.00026	41835.626774	2101.235714
2130	EPS15	3.29743524307771	45	0.005743	31.822222	125608.640695	0.003041	0.115152	114	0.00062	238332.238213	2362.500794
2131	EPS15L1	4.21436774275871	2	0.000255	27.5	0	0.000161	1	1	4.2e-05	0	1790.503571
2132	EPS8	4.04300114839862	4	0.00051	22.25	970.223091	5.8e-05	0	0	7.2e-05	2439.881624	1873.544841
2133	EPS8L1	4.64284802858237	1	0.000128	17	0	3e-06	0	0	3.5e-05	0	1613.941342
2134	EPS8L2	4.36531836161797	2	0.000255	16	69.124812	3.7e-05	0	0	4.6e-05	156.250956	1725.674206
2135	EPS8L3	4.71940793671048	1	0.000128	13	0	9e-06	0	0	3.3e-05	0	1586.984596
2136	ERAP1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2137	ERAP2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2138	ERAS	4.33265280081664	2	0.000255	17.5	0	3.6e-05	1	1	4.6e-05	0	1740.06075
2139	ERBB2	3.6831695801965	15	0.001914	22.266667	29971.306155	0.000248	0.019048	2	0.000253	64184.877158	2078.772222
2140	ERBB3	3.84458338649994	10	0.001276	17.8	11842.057743	0.000302	0.044444	2	0.000171	26060.748454	1983.550794
2141	ERBB4	3.58746969503637	8	0.001021	65.375	10647.526318	0.001238	0.214286	6	0.000132	19883.638392	2141.429365
2142	ERBIN	3.93313768023478	4	0.00051	35.75	3760.858181	0.000152	0	0	8.3e-05	8258.52464	1930.664286
2143	ERC1	3.89804772234273	5	0.000638	30.6	8432.787215	0.000658	0	0	9.7e-05	20277.940543	1953.525794
2144	ERC2	5.31657522010974	1	0.000128	3	0	1e-06	0	0	4.2e-05	0	1397.267532
2145	ERCC1	4.04580834502999	9	0.001149	19.222222	2158.380398	0.000233	0.194444	7	0.000123	5314.231612	1884.688889
2146	ERCC2	3.7643230828123	21	0.00268	25.095238	6139.853152	0.000986	0.142857	30	0.000224	13493.865895	2050.062698
2147	ERCC3	3.44596146484624	32	0.004084	38.6875	27048.469872	0.004459	0.165323	82	0.000334	50766.868249	2263.484127
2148	ERCC4	3.94844966186041	10	0.001276	19	1661.125687	0.000277	0.088889	4	0.000126	4210.768003	1933.911905
2149	ERCC5	3.73191272170473	15	0.001914	38.066667	5590.781031	0.00133	0.219048	23	0.000162	12031.994547	2070.761508
2150	ERCC6	3.87559014929182	8	0.001021	35	970.824072	0.000719	0.142857	4	9.5e-05	2181.487439	1978.955952
2151	ERCC6L	3.89843052188337	24	0.003063	35.833333	4610.034932	0.000919	0.536232	148	0.000228	8947.01426	1973.640079
2152	ERCC8	4.1513334183999	7	0.000893	11.142857	996.247418	0.000213	0	0	0.000102	2523.384201	1830.569048
2153	ERF	4.07668750797499	3	0.000383	20.333333	164.53682	0.000148	0	0	5.3e-05	422.716568	1856.194841
2154	ERG	4.08064310322828	4	0.00051	27.75	1499.390773	4.3e-05	0	0	7.4e-05	3462.490107	1864.104004
2155	ERG28	3.62217685338778	24	0.003063	21.958333	74563.271667	0.000885	0	0	0.000364	156953.144703	2137.125397
2156	ERH	3.74033431159883	7	0.000893	43	19134.426125	0.001097	0.047619	1	0.000123	36841.39119	2042.544048
2157	ERI1	5.50886818935817	1	0.000128	4	0	5e-06	0	0	4e-05	0	1352.802092
2158	ERLEC1	4.36850835778997	4	0.00051	10.75	630.168415	0.000188	0.5	3	8e-05	1548.674972	1724.101587
2159	ERO1A	0.000510399387520735	2	0.000255	1.5	2	0	0	0	0.000166	4	2.5
2160	ERO1B	0.000765599081281102	1	0.000128	2	0	0	0	0	9e-05	0	1.833333
2161	ERP29	3.87405895112926	3	0.000383	86	5388.124617	0.000311	0	0	6.5e-05	10491.709088	1974.723016
2162	ERP44	0.000510399387520735	2	0.000255	1.5	2	0	0	0	0.000166	4	2.5
2163	ERVV-1	4.71290034451959	1	0.000128	32	0	8e-06	0	0	3.6e-05	0	1592.890945
2164	ESF1	5.71200714559142	1	0.000128	3	0	0	0	0	4.7e-05	0	1297.304834
2165	ESPL1	4.05818553017736	4	0.00051	39	7.595907	0.000349	0.666667	4	6.3e-05	25.601177	1874.571429
2166	ESR1	3.06571392114329	87	0.011103	26.356322	472808.458749	0.003046	0.029939	112	0.001228	905308.257449	2569.509921
2167	ESR2	3.58364169962996	10	0.001276	37.9	11479.398187	0.000441	0	0	0.000146	24077.859569	2140.053175
2168	ESRRA	3.90315171621794	7	0.000893	20.857143	3062.035841	0.000104	0	0	0.000114	7397.245689	1949.844048
2169	ESRRG	4.6825315809621	2	0.000255	5.5	14.903353	6e-06	0	0	5.1e-05	59.544761	1601.315512
2170	ETF1	3.63315044021947	47	0.005998	56.957447	32798.344115	0.097333	0.601295	650	0.000343	61338.811112	2138.281746
2171	ETFA	3.9703968355238	3	0.000383	69	296.978129	0.000305	0.333333	1	6.7e-05	593.483137	1924.311111
2172	ETFB	4.01212198545362	3	0.000383	51	1673.450606	0.00026	0.333333	1	7.5e-05	4227.661577	1899.67619
2173	ETHE1	4.09008549189741	2	0.000255	49	18865.9469	0.00033	0	0	4.4e-05	42854.524265	1858.908333
2174	ETS1	3.71060354727574	12	0.001531	28.916667	16858.895883	0.000262	0.136364	9	0.000187	34890.696377	2069.66746
2175	ETS2	3.68661477606227	6	0.000766	53	9160.409928	0.000231	0.133333	2	0.00011	17810.296521	2077.315079
2176	ETV4	3.99464080643103	2	0.000255	59	177.742158	0.000131	0	0	4.5e-05	364.840484	1903.519048
2177	ETV5	4.0972310833227	1	0.000128	69	0	4.1e-05	0	0	3.1e-05	0	1847.880952
2178	ETV6	4.07490111011867	5	0.000638	21	1682.279918	4.2e-05	0.1	1	8.9e-05	4322.749491	1863.121429
2179	EVI5	5.3470715835141	1	0.000128	2	0	3e-06	0	0	4.9e-05	0	1396.413528
2180	EVL	3.89804772234273	8	0.001021	24.25	27959.834684	0.000112	0	0	0.000191	55856.671522	1957.509127
2181	EVPL	6.15209901748118	1	0.000128	3	0	0	0	0	5.6e-05	0	1201.635426
2182	EWSR1	3.62957764450683	27	0.003446	16.962963	153919.329409	0.00312	0.002849	1	0.000473	306837.64713	2127.490079
2183	EXO1	3.78397345923185	27	0.003446	28.740741	4052.111842	0.000891	0.430199	151	0.000272	8120.761913	2034.836508
2184	EXOC1	4.20773255072094	7	0.000893	10.142857	5255.730944	3.3e-05	0.190476	4	0.000142	12494.661246	1796.218651
2185	EXOC2	4.20913614903662	7	0.000893	9.142857	24015.979569	3.2e-05	0.190476	4	0.000157	48638.693141	1795.094444
2186	EXOC3	4.19293096848284	6	0.000766	16	2263.336155	3.9e-05	0.4	6	0.000115	5118.539633	1802.779762
2187	EXOC4	3.79481944621666	8	0.001021	30	28581.185594	0.000141	0.035714	1	0.000153	61053.064932	2014.441667
2188	EXOC5	4.75653949215261	1	0.000128	8	0	3e-06	0	0	3.5e-05	0	1574.356025
2189	EXOC6	4.39058313130024	6	0.000766	10	3138.063186	2.4e-05	0.2	3	0.00013	7744.197085	1718.863131
2190	EXOC7	3.83220620135256	12	0.001531	13.5	33811.298063	0.000267	0.121212	8	0.000236	68065.082937	1987.382143
2191	EXOC8	4.11509506188593	7	0.000893	11	13359.228916	7.5e-05	0.095238	2	0.000156	28460.191553	1840.811508
2192	EXOSC1	4.42529028965165	6	0.000766	16.5	2577.410877	3.3e-05	0.466667	7	9.9e-05	5764.390403	1711.757143
2193	EXOSC10	4.01888477733827	15	0.001914	12.866667	24181.516045	0.001448	0.066667	7	0.000242	50786.090072	1903.626587
2194	EXOSC2	4.3857343371188	7	0.000893	9.857143	2293.083752	0.000229	0	0	0.000108	5798.688803	1728.791306
2195	EXOSC3	4.53030496363404	10	0.001276	9.6	9316.638201	5e-05	0.266667	12	0.00018	19641.428432	1670.984199
2196	EXOSC4	4.42631108842669	8	0.001021	11.25	19256.327156	8.3e-05	0.071429	2	0.000159	39290.408221	1715.038131
2197	EXOSC5	4.10144187826975	16	0.002042	12.75	26105.269745	0.000296	0.2	24	0.000257	52936.23657	1861.421429
2198	EXOSC6	4.12938624473651	8	0.001021	19.75	5346.547303	0.001223	0.107143	3	0.000119	12195.92126	1846.103571
2199	EXOSC7	4.38790353451576	12	0.001531	9.583333	18355.190907	7.9e-05	0.257576	17	0.000219	36699.939248	1728.256385
2200	EXOSC8	4.38879673344392	11	0.001404	9	15164.973709	0.000114	0.072727	4	0.000198	32356.539448	1729.612338
2201	EXOSC9	4.21334694398367	11	0.001404	11.909091	6362.603318	9e-05	0.218182	12	0.000177	13783.225073	1803.353968
2202	EXT2	4.42197269363277	1	0.000128	24	0	1e-05	0	0	3.2e-05	0	1702.055988
2203	EXTL3	3.96018884777338	2	0.000255	96	36.502753	0.000115	0	0	4.4e-05	45.063031	1918.776984
2204	EYA1	6.96057164731402	2	0.000255	1.5	7537	0	0	0	0.000138	15074	1058.341966
2205	EYA2	4.56807451831058	2	0.000255	37.5	29.076954	7e-06	0	0	4.4e-05	53.095951	1652.599603
2206	EYA3	5.03789715452341	2	0.000255	2.5	22605	1e-06	0	0	9.7e-05	45210	1481.103211
2207	EZH1	4.0868954957254	3	0.000383	36	345.481891	7.6e-05	0	0	5.8e-05	800.299886	1860.72619
2208	EZH2	3.67513078984305	34	0.004339	20.205882	75119.454987	0.000408	0.112299	63	0.000465	150884.021765	2108.099603
2209	EZR	3.43345667985198	28	0.003573	26.821429	119377.788581	0.001104	0.037037	14	0.000476	247369.6783	2255.924603
2210	F10	4.43371187954574	12	0.001531	8.25	13538.576665	9e-06	0.121212	8	0.000258	29028.446873	1704.686544
2211	F11	4.90493811407426	5	0.000638	12.8	434.399975	1e-06	0.2	2	0.000109	929.166448	1534.653608
2212	F11R	3.85121857853771	9	0.001149	19.222222	20309.283825	0.000105	0.027778	1	0.000168	45318.227239	1977.610714
2213	F12	4.30037003955595	5	0.000638	15.4	4287.201062	2.8e-05	0.1	1	0.00011	9413.155139	1759.804798
2214	F13A1	4.39351792777849	4	0.00051	12	9181.878659	2.2e-05	0	0	0.00011	19177.9727	1719.838528
2215	F13B	5.35523797371443	1	0.000128	4	0	0	0	0	4.3e-05	0	1390.971501
2216	F2	4.05576113308664	31	0.003956	8.774194	86348.328221	3e-05	0.060215	28	0.000617	177208.128626	1890.237698
2217	F2R	4.1976521628174	10	0.001276	21.2	19091.965321	2e-05	0	0	0.000164	40917.89692	1818.521861
2218	F2RL1	4.01199438560674	6	0.000766	18.666667	17762.569007	7.3e-05	0	0	0.000139	37314.104688	1892.55202
2219	F2RL2	6.08268470077836	3	0.000383	2.333333	7537	0	0.333333	1	0.000131	15074	1217.890884
2220	F2RL3	7.0444047467143	1	0.000128	3	0	0	0	0	5.6e-05	0	1045.554088
2221	F3	3.95266045680745	10	0.001276	13.7	35369.191545	0.000109	0.044444	2	0.000217	70919.342684	1922.004365
2222	F5	4.61401046318744	6	0.000766	12	1323.566049	3e-06	0.333333	5	0.000133	3073.80336	1634.328608
2223	F8	4.24562970524435	13	0.001659	10.615385	25669.11016	9e-06	0.128205	10	0.000271	56656.32439	1785.649639
2224	F9	4.67117519458977	4	0.00051	17	1051.954349	2e-06	0.5	3	9.2e-05	2412.511543	1613.056782
2225	FAAH	4.11777465867041	2	0.000255	46	952.232971	0.000358	0	0	5.3e-05	2213.008357	1839.353608
2226	FAAP100	5.03215516141381	1	0.000128	10	0	3e-06	0	0	3.5e-05	0	1485.177814
2227	FABP1	4.46140104631874	2	0.000255	18	3.499421	1.5e-05	0	0	4.6e-05	6.414683	1688.907576
2228	FABP4	3.91131810641827	4	0.00051	28.5	1375.994489	0.000108	0.166667	1	7.5e-05	3633.71894	1940.628175
2229	FADD	3.96848283782059	10	0.001276	13.6	13897.121125	0.000678	0.022222	1	0.000185	31554.37163	1916.97619
2230	FADS1	6.31364042363149	1	0.000128	2	0	0	0	0	5.8e-05	0	1168.799315
2231	FAF1	3.64578282506061	19	0.002425	20.631579	40466.353075	0.000777	0.052632	9	0.000284	82802.834682	2107.375
2232	FAF2	3.69835396197525	16	0.002042	26.8125	12466.667469	0.003834	0.116667	14	0.000216	25352.342766	2077.247619
2233	FAIM2	4.39938752073498	1	0.000128	16	0	8.4e-05	0	0	3.2e-05	0	1707.88373
2234	FAM107A	3.77670026795968	8	0.001021	29.5	26481.429428	0.000227	0.071429	2	0.000147	52269.879352	2021.21627
2235	FAM110A	3.91272170473395	6	0.000766	33	18440.37803	9.8e-05	0.266667	4	0.000122	38034.247431	1949.874603
2236	FAM120C	4.37999234400919	1	0.000128	59	0	2.3e-05	0	0	3.4e-05	0	1725.532143
2237	FAM124A	5.62051805537833	2	0.000255	2.5	117.41347	1e-06	0	0	7.5e-05	329.822436	1325.033442
2238	FAM124B	4.96784483858619	1	0.000128	14	0	1e-06	0	0	3.7e-05	0	1503.838528
2239	FAM136A	5.01799157841011	1	0.000128	14	0	1.5e-05	0	0	3.2e-05	0	1494.800866
2240	FAM160A2	5.44659946408064	3	0.000383	3.333333	7544.73653	0	0	0	0.000113	15095.753322	1366.01912
2241	FAM161A	5.07681510782187	1	0.000128	3	0	1e-06	0	0	4.3e-05	0	1466.206421
2242	FAM162A	4.01965037641955	1	0.000128	148	0	0.000253	0	0	3.3e-05	0	1894.503968
2243	FAM173A	4.1538854153375	3	0.000383	17.333333	806.139097	0.000101	0	0	6.4e-05	2045.405272	1819.596429
2244	FAM193B	4.28837565394922	1	0.000128	63	0	1.8e-05	0	0	3.7e-05	0	1759.561508
2245	FAM208A	4.53502615796861	1	0.000128	15	0	2.5e-05	0	0	3.7e-05	0	1654.52583
2246	FAM208B	4.86704095955085	1	0.000128	35	0	2.7e-05	0	0	3.9e-05	0	1543.958766
2247	FAM214A	4.88707413551104	1	0.000128	9	0	4e-06	0	0	3.5e-05	0	1529.782179
2248	FAM219A	5.67130279443665	1	0.000128	3	0	0	0	0	4.8e-05	0	1307.820743
2249	FAM49B	4.01965037641955	1	0.000128	148	0	0.000253	0	0	3.3e-05	0	1894.503968
2250	FAM57A	5.02973076432308	2	0.000255	4.5	7537	3e-06	0	0	9.8e-05	15074	1482.164322
2251	FAM71E2	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115
2252	FAM76B	4.833864999362	1	0.000128	23	0	2.3e-05	0	0	3.7e-05	0	1548.882973
2253	FAM83C	4.94870486155417	1	0.000128	27	0	1e-06	0	0	4.1e-05	0	1514.269877
2254	FAM98A	4.67423759091489	1	0.000128	14	0	6.1e-05	0	0	4e-05	0	1605.111941
2255	FAM98B	4.70371315554421	1	0.000128	4	0	1.1e-05	0	0	3.7e-05	0	1591.567929
2256	FAN1	4.95585045297946	2	0.000255	5	7.956745	2e-06	0	0	4.9e-05	30.778362	1506.844913
2257	FANCA	3.26476968227638	33	0.004211	43.30303	139985.435818	0.002091	0.079545	42	0.000457	268034.199677	2382.671032
2258	FANCB	4.72578792905449	1	0.000128	7	0	6.1e-05	0	0	3.4e-05	0	1586.26039
2259	FANCC	4.02386117136659	9	0.001149	13.333333	12404.937458	0.00016	0.055556	2	0.000151	24974.121467	1888.113095
2260	FANCD2	3.75424269490877	19	0.002425	20.263158	20225.693224	0.000337	0.204678	35	0.000272	42849.573484	2042.112698
2261	FANCE	4.00574199310961	7	0.000893	18.714286	1119.276661	0.000163	0.571429	12	0.000111	2425.736043	1895.915079
2262	FANCF	4.5717749138701	1	0.000128	16	0	1.1e-05	0	0	3.3e-05	0	1641.190909
2263	FANCG	3.7668750797499	15	0.001914	22.533333	65202.917146	0.000402	0.12381	13	0.000265	128810.921179	2035.579365
2264	FANCI	3.60456807451831	18	0.002297	24.833333	28743.136912	0.000329	0.130719	20	0.000249	61020.105646	2133.978571
2265	FANCL	4.07043511547786	10	0.001276	17.3	32447.814044	0.000169	0.155556	7	0.000185	65876.317246	1870.138492
2266	FANCM	4.10131427842287	13	0.001659	18.076923	2192.900207	0.000196	0.217949	17	0.000177	5550.02547	1859.671825
2267	FAR1	5.16320020415975	1	0.000128	9	0	4.2e-05	0	0	4.7e-05	0	1448.901659
2268	FARP2	3.82250861298966	2	0.000255	95.5	405.568787	0.000198	0	0	4.5e-05	680.013122	1993.401984
2269	FARSA	4.49610820467015	1	0.000128	18	0	0.000114	0	0	2.8e-05	0	1671.290512
2270	FAS	3.50299859640168	20	0.002552	29.6	46485.705401	0.000582	0.084211	16	0.000312	92194.88033	2199.751984
2271	FASLG	3.45132065841521	17	0.002169	42.411765	40245.927229	0.001339	0.125	17	0.000254	80506.923423	2237.001984
2272	FASN	3.43766747479903	16	0.002042	44.125	47624.088837	0.004336	0.108333	13	0.00024	95848.84752	2242.253175
2273	FASTK	4.03649355620773	2	0.000255	54.5	692.780984	7.6e-05	0	0	4.8e-05	1529.880806	1879.072655
2274	FASTKD5	4.86704095955085	1	0.000128	35	0	2.7e-05	0	0	3.9e-05	0	1543.958766
2275	FAT1	5.61822125813449	1	0.000128	7	0	0	0	0	4.3e-05	0	1320.615584
2276	FAU	4.56526732167921	1	0.000128	30	0	1.8e-05	0	0	3.3e-05	0	1651.770707
2277	FBH1	4.52239377312747	1	0.000128	66	0	0.002707	0	0	2.4e-05	0	1672.338167
2278	FBL	3.47798902641317	35	0.004467	33.4	84757.383318	0.009787	0.218487	130	0.000341	164855.121806	2232.866667
2279	FBLIM1	4.0849814980222	3	0.000383	20	7828.359706	8.3e-05	0	0	8.8e-05	15843.764163	1850.412698
2280	FBLN1	3.9433456679852	14	0.001787	17.642857	42538.126932	6.6e-05	0.054945	5	0.00026	87088.928212	1939.466703
2281	FBLN2	4.28722725532729	16	0.002042	11	38071.108641	1.4e-05	0.041667	5	0.000333	80296.867858	1773.990512
2282	FBLN5	6.42107949470461	2	0.000255	1.5	7537	0	0	0	0.000117	15074	1152.782695
2283	FBN1	4.60061247926502	8	0.001021	10.625	6252.876354	6e-06	0.321429	9	0.000169	12813.688454	1640.724639
2284	FBN2	4.97767002679597	5	0.000638	7	985.119765	1e-06	0.5	5	0.000117	3420.208015	1504.869084
2285	FBP1	5.16651780017864	3	0.000383	3.333333	7714.381545	1e-06	0	0	0.000103	15557.513886	1447.242496
2286	FBP2	4.41048870741355	1	0.000128	46	0	1.8e-05	0	0	3.4e-05	0	1709.078211
2287	FBXL18	4.35753477095828	2	0.000255	30.5	635.287158	1.5e-05	0	0	5.4e-05	1345.023397	1730.488889
2288	FBXL19	4.26362128365446	5	0.000638	13.6	9277.951641	0.000129	0.3	3	0.000111	18314.809245	1775.625
2289	FBXL2	4.4178894985326	2	0.000255	18	47.131436	0.000138	0	0	4.3e-05	120.508659	1707.852814
2290	FBXL4	4.33010080387904	2	0.000255	25.5	112.782557	0.000113	0	0	4.3e-05	303.467627	1747.113925
2291	FBXO11	4.22891412530305	3	0.000383	16.666667	537.781882	0.000223	0.333333	1	6.7e-05	1345.875669	1789.681349
2292	FBXO21	4.45183105780273	2	0.000255	26	7537	0.000103	0	0	7.2e-05	15074	1697.668254
2293	FBXO24	4.12453745055506	3	0.000383	38.333333	703.088278	4.1e-05	0.333333	1	6.6e-05	1676.156872	1838.143651
2294	FBXO25	4.35842796988644	1	0.000128	38	0	0.000104	0	0	3.1e-05	0	1734.334163
2295	FBXO28	4.1397218323338	1	0.000128	83	0	0.000133	0	0	3.3e-05	0	1829.64881
2296	FBXO3	3.97881842541789	3	0.000383	60.666667	122.827943	0.000255	0.666667	2	6e-05	173.260826	1914.779762
2297	FBXO30	4.34464718642338	1	0.000128	61	0	0.000101	0	0	3.4e-05	0	1739.580592
2298	FBXO34	4.14291182850581	1	0.000128	76	0	0.000135	0	0	3.3e-05	0	1827.158333
2299	FBXO38	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2300	FBXO4	4.44455786653056	2	0.000255	20	145.849828	0.000101	0	0	4.5e-05	445.844163	1700.414322
2301	FBXO44	3.99489600612479	6	0.000766	25.5	8093.784795	0.000146	0.266667	4	0.000122	17749.798262	1905.62619
2302	FBXO5	4.38535153757816	2	0.000255	35.5	7537	0.00016	0	0	7e-05	15074	1729.469084
2303	FBXO6	5.22521372974352	2	0.000255	4	0	3e-06	1	1	6.1e-05	0	1427.359993
2304	FBXO7	4.30139083833099	4	0.00051	10	451.464569	8.6e-05	0	0	7.4e-05	1289.768551	1758.571861
2305	FBXO9	4.31797881842542	2	0.000255	22	0	0.000107	1	1	4.9e-05	0	1751.40873
2306	FBXW11	4.07770830675003	3	0.000383	31.333333	94.63091	0.000299	0	0	5.2e-05	246.281977	1859.002778
2307	FBXW5	4.93760367487559	3	0.000383	4.333333	408.037737	5e-06	0.666667	2	8.2e-05	1472.393856	1515.559163
2308	FBXW7	3.73842031389562	19	0.002425	25.263158	33010.475898	0.001108	0.023392	4	0.000287	67419.680885	2055.472619
2309	FBXW8	4.78282506060993	1	0.000128	9	0	1.2e-05	0	0	3.2e-05	0	1567.665945
2310	FCAR	4.27204287354855	2	0.000255	37.5	7537	2.5e-05	0	0	7.5e-05	15074	1769.084957
2311	FCER1A	4.27063927523287	3	0.000383	17.333333	84.788729	4.1e-05	0	0	6.5e-05	401.38423	1768.905195
2312	FCER1G	4.05091233890519	4	0.00051	38.75	7355.244675	7.8e-05	0.166667	1	8.7e-05	14516.996456	1875.671861
2313	FCER2	5.21258134490239	2	0.000255	5.5	38.650898	0	0	0	5.9e-05	101.907286	1431.377814
2314	FCF1	5.02654076815108	2	0.000255	14.5	0	7.7e-05	1	1	3.6e-05	0	1490.851227
2315	FCGR2A	3.71532474161031	9	0.001149	56.111111	15080.487182	0.000219	0.222222	8	0.000145	29606.814615	2064.869841
2316	FCGRT	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115
2317	FCHO1	4.01084598698482	3	0.000383	31.333333	348.080214	0.000257	0.333333	1	5.6e-05	691.769256	1892.324603
2318	FCHO2	4.25915528901365	1	0.000128	45	0	5.9e-05	0	0	3.1e-05	0	1772.111941
2319	FCHSD2	4.76917187699375	2	0.000255	20.5	924.887089	2.7e-05	0	0	6.1e-05	2207.827528	1576.10119
2320	FCN1	4.69809876228148	3	0.000383	14.666667	2047.849372	3e-06	0	0	7.8e-05	5185.852536	1599.544084
2321	FCN2	5.89740972310833	1	0.000128	4	0	0	0	0	4.6e-05	0	1257.094517
2322	FCN3	5.53528135766237	1	0.000128	7	0	0	0	0	4.5e-05	0	1343.84531
2323	FCRL3	4.38267194079367	1	0.000128	49	0	3.6e-05	0	0	3.1e-05	0	1722.419084
2324	FDFT1	6.67104759474289	2	0.000255	2	7537	0	0	0	0.000115	15074	1106.516292
2325	FDPS	4.18884777338267	2	0.000255	41.5	1705.867317	2.2e-05	0	0	5.3e-05	3802.76199	1805.431746
2326	FDX1	4.82825060609927	3	0.000383	4.666667	282.722952	4e-06	0	0	8.8e-05	953.839117	1553.312771
2327	FDX2	5.01365318361618	2	0.000255	3.5	22.972174	2e-06	0	0	7.2e-05	114.81463	1490.288167
2328	FDXR	4.42261069286717	3	0.000383	9	3289.863993	1.9e-05	0	0	8.7e-05	7501.156057	1703.996861
2329	FECH	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
2330	FEM1B	4.46471864233763	1	0.000128	20	0	1.1e-05	0	0	3.2e-05	0	1682.889286
2331	FEN1	3.62638764833482	21	0.00268	46.47619	5270.245443	0.001654	0.409524	86	0.000215	9676.414687	2134.143651
